address,nearest_mrt,nearest_distance_to_mrt
175D PUNGGOL FIELD,meridian,0.217
134 EDGEDALE PLAINS,coral edge,0.319
118 EDGEFIELD PLAINS,meridian,0.321
649 PUNGGOL CTRL,kadaloor,0.313
502A WELLINGTON CIRCLE,sembawang,0.258
324D SENGKANG EAST WAY,cheng lim,0.469
318D ANCHORVALE LINK,farmway,0.449
310B ANCHORVALE RD,tongkang,0.216
403A FERNVALE LANE,fernvale,0.476
158C RIVERVALE CRES,bakau,0.194
406 SERANGOON AVE 1,serangoon,0.234
482 TAMPINES ST 43,tampines east,0.631
685B WOODLANDS DR 73,admiralty,0.578
687A WOODLANDS DR 75,admiralty,0.694
19 JLN MEMBINA,tiong bahru,0.143
22 JLN MEMBINA,tiong bahru,0.175
118B JLN MEMBINA,tiong bahru,0.506
118C JLN MEMBINA,tiong bahru,0.454
631 SENJA RD,jelapang,0.476
690D CHOA CHU KANG CRES,yew tee,0.708
344 CLEMENTI AVE 5,clementi,0.547
980A BUANGKOK CRES,tongkang,1.242
108C MCNAIR RD,boon keng,0.241
171A EDGEDALE PLAINS,coral edge,0.086
104B EDGEFIELD PLAINS,cove,0.306
101D PUNGGOL FIELD,cove,0.091
110B PUNGGOL FIELD,meridian,0.158
130 EDGEDALE PLAINS,coral edge,0.292
135 EDGEDALE PLAINS,coral edge,0.349
116 EDGEFIELD PLAINS,meridian,0.281
114 EDGEFIELD PLAINS,meridian,0.198
298 PUNGGOL CTRL,cove,0.373
107C EDGEFIELD PLAINS,meridian,0.153
107D EDGEFIELD PLAINS,meridian,0.129
110C PUNGGOL FIELD,meridian,0.207
641C PUNGGOL DR,kadaloor,0.067
115 EDGEFIELD PLAINS,meridian,0.273
485 ADMIRALTY LINK,sembawang,0.943
482 ADMIRALTY LINK,sembawang,0.874
319A ANCHORVALE DR,renjong,0.436
184A RIVERVALE CRES,rumbia,0.186
159A RIVERVALE CRES,bakau,0.209
764 WOODLANDS CIRCLE,admiralty,0.696
686C WOODLANDS DR 73,admiralty,0.676
483 SEGAR RD,segar,0.303
656 HOUGANG AVE 8,hougang,1.207
805 KING GEORGE'S AVE,lavender,0.23
138 EDGEDALE PLAINS,coral edge,0.334
163B PUNGGOL CTRL,coral edge,0.233
642A PUNGGOL DR,kadaloor,0.151
105C EDGEFIELD PLAINS,cove,0.184
176C EDGEFIELD PLAINS,meridian,0.157
106C PUNGGOL FIELD,meridian,0.162
163A PUNGGOL CTRL,coral edge,0.242
296 PUNGGOL CTRL,cove,0.268
192 PUNGGOL CTRL,meridian,0.324
17 DOVER CRES,dover,0.63
491 ADMIRALTY LINK,sembawang,0.827
184B RIVERVALE CRES,rumbia,0.179
313C ANCHORVALE RD,tongkang,0.366
157B RIVERVALE CRES,bakau,0.316
686B WOODLANDS DR 73,admiralty,0.634
689B WOODLANDS DR 75,admiralty,0.93
391 BT BATOK WEST AVE 5,bukit gombak,0.812
20 JLN MEMBINA,tiong bahru,0.177
21 JLN MEMBINA,tiong bahru,0.217
979A BUANGKOK CRES,tongkang,1.337
980D BUANGKOK CRES,tongkang,1.125
656B JURONG WEST ST 61,pioneer,0.299
653A JURONG WEST ST 61,pioneer,0.108
13 FARRER PK RD,farrer park,0.233
109B EDGEDALE PLAINS,meridian,0.23
102A PUNGGOL FIELD,cove,0.054
175B PUNGGOL FIELD,meridian,0.101
117 EDGEFIELD PLAINS,meridian,0.288
174B EDGEDALE PLAINS,meridian,0.208
320C ANCHORVALE DR,sengkang,0.467
764A WOODLANDS CIRCLE,admiralty,0.729
118D JLN MEMBINA,tiong bahru,0.392
617 BT PANJANG RING RD,jelapang,0.225
692A CHOA CHU KANG CRES,yew tee,0.523
691B CHOA CHU KANG CRES,yew tee,0.65
211 HOUGANG ST 21,kovan,0.301
981C BUANGKOK CRES,tongkang,1.21
63 TEBAN GDNS RD,jurong east,1.383
656D JURONG WEST ST 61,pioneer,0.361
11 FARRER PK RD,farrer park,0.161
813 JELLICOE RD,lavender,0.074
638B PUNGGOL DR,kadaloor,0.163
638C PUNGGOL DR,kadaloor,0.133
642B PUNGGOL DR,kadaloor,0.141
486 ADMIRALTY LINK,sembawang,0.891
484 ADMIRALTY LINK,sembawang,1.036
765 WOODLANDS CIRCLE,admiralty,0.744
690A WOODLANDS DR 75,admiralty,0.889
347 ANG MO KIO AVE 3,ang mo kio,0.308
622 BT BATOK CTRL,bukit batok,0.222
473 SEGAR RD,segar,0.287
629 SENJA RD,senja,0.543
690B CHOA CHU KANG CRES,yew tee,0.801
978D BUANGKOK CRES,tongkang,1.259
978C BUANGKOK CRES,tongkang,1.304
637 JURONG WEST ST 61,pioneer,0.448
174C EDGEDALE PLAINS,meridian,0.164
109D EDGEDALE PLAINS,meridian,0.154
197B PUNGGOL FIELD,cove,0.121
193 EDGEFIELD PLAINS,meridian,0.34
295 PUNGGOL CTRL,cove,0.312
121 LOR 2 TOA PAYOH,braddell,0.158
767 WOODLANDS CIRCLE,admiralty,0.727
690D WOODLANDS DR 75,admiralty,0.795
77A REDHILL RD,redhill,0.157
981A BUANGKOK CRES,tongkang,1.139
653B JURONG WEST ST 61,pioneer,0.181
271C JURONG WEST ST 24,boon lay,1.299
108B MCNAIR RD,boon keng,0.294
420 PASIR RIS DR 6,pasir ris,0.605
161B PUNGGOL CTRL,riviera,0.165
294 PUNGGOL CTRL,punggol,0.36
172C EDGEDALE PLAINS,coral edge,0.171
103A EDGEFIELD PLAINS,cove,0.176
637B PUNGGOL DR,kadaloor,0.18
18 DOVER CRES,dover,0.615
493 ADMIRALTY LINK,sembawang,0.91
314D ANCHORVALE LINK,tongkang,0.444
318B ANCHORVALE LINK,farmway,0.374
689D WOODLANDS DR 75,admiralty,0.955
688C WOODLANDS DR 75,admiralty,0.769
386 BT BATOK WEST AVE 5,bukit gombak,0.599
173A PUNGGOL FIELD,meridian,0.046
625 SENJA RD,senja,0.391
173B PUNGGOL FIELD,meridian,0.13
691A CHOA CHU KANG CRES,yew tee,0.605
271A JURONG WEST ST 24,boon lay,1.383
271D JURONG WEST ST 24,boon lay,1.278
642D PUNGGOL DR,kadaloor,0.113
646 PUNGGOL CTRL,kadaloor,0.175
641A PUNGGOL DR,kadaloor,0.116
186 PUNGGOL CTRL,meridian,0.301
492 ADMIRALTY LINK,sembawang,0.885
509A WELLINGTON CIRCLE,sembawang,0.455
355A SEMBAWANG WAY,sembawang,0.132
403C FERNVALE LANE,fernvale,0.546
407B FERNVALE RD,fernvale,0.346
315B ANCHORVALE RD,tongkang,0.418
157C RIVERVALE CRES,bakau,0.259
690F WOODLANDS DR 75,admiralty,0.753
981B BUANGKOK CRES,tongkang,1.179
172A EDGEDALE PLAINS,coral edge,0.203
132 EDGEDALE PLAINS,coral edge,0.229
107A EDGEFIELD PLAINS,meridian,0.238
293 PUNGGOL CTRL,punggol,0.359
643 PUNGGOL CTRL,kadaloor,0.251
19 DOVER CRES,dover,0.683
316B ANCHORVALE LINK,farmway,0.483
690E WOODLANDS DR 75,admiralty,0.803
17A TELOK BLANGAH CRES,tiong bahru,1.167
110A PUNGGOL FIELD,meridian,0.095
984A BUANGKOK LINK,tongkang,0.967
271B JURONG WEST ST 24,boon lay,1.339
272B JURONG WEST ST 24,boon lay,1.332
161A PUNGGOL CTRL,riviera,0.193
176A EDGEFIELD PLAINS,meridian,0.23
297 PUNGGOL CTRL,cove,0.328
191 PUNGGOL CTRL,meridian,0.303
412A FERNVALE LINK,fernvale,0.344
315A ANCHORVALE RD,tongkang,0.456
690C WOODLANDS DR 75,admiralty,0.821
688E WOODLANDS DR 75,admiralty,0.852
384 BT BATOK WEST AVE 5,bukit gombak,0.483
626 SENJA RD,senja,0.41
272C JURONG WEST ST 24,boon lay,1.378
272D JURONG WEST ST 24,boon lay,1.404
651 PUNGGOL CTRL,riviera,0.274
201C PUNGGOL FIELD,cove,0.25
183 EDGEFIELD PLAINS,meridian,0.233
313D ANCHORVALE RD,tongkang,0.366
158B RIVERVALE CRES,bakau,0.148
16 MARSILING LANE,woodlands north ,1.095
690B WOODLANDS DR 75,admiralty,0.853
979C BUANGKOK CRES,tongkang,1.272
272A JURONG WEST ST 24,boon lay,1.3
449 PASIR RIS DR 6,pasir ris,1.037
299 PUNGGOL CTRL,cove,0.388
638A PUNGGOL DR,kadaloor,0.201
201D PUNGGOL FIELD,cove,0.303
202B PUNGGOL FIELD,cove,0.187
504A MONTREAL DR,sembawang,0.517
588B MONTREAL DR,sembawang,0.586
413B FERNVALE LINK,layar,0.303
688B WOODLANDS DR 75,admiralty,0.744
688F WOODLANDS DR 75,admiralty,0.874
106 BEDOK NTH AVE 4,bedok reservoir,0.59
621 BT BATOK CTRL,bukit batok,0.19
385 BT BATOK WEST AVE 5,bukit gombak,0.543
4A BOON TIONG RD,havelock,0.238
627 SENJA RD,senja,0.454
16 JLN TENTERAM,boon keng,1.003
201A PUNGGOL FIELD,cove,0.284
642C PUNGGOL DR,kadaloor,0.109
103C EDGEFIELD PLAINS,cove,0.274
160B PUNGGOL CTRL,riviera,0.081
637D PUNGGOL DR,kadaloor,0.133
181 EDGEFIELD PLAINS,meridian,0.248
312A ANCHORVALE LANE,tongkang,0.276
406B FERNVALE RD,fernvale,0.443
541 BEDOK NTH ST 3,bedok north,0.671
654A JURONG WEST ST 61,pioneer,0.195
654B JURONG WEST ST 61,pioneer,0.173
182 EDGEFIELD PLAINS,meridian,0.227
162A PUNGGOL CTRL,riviera,0.296
641B PUNGGOL DR,kadaloor,0.08
207B COMPASSVALE LANE,ranggung,0.141
316C ANCHORVALE LINK,farmway,0.458
405C FERNVALE LANE,fernvale,0.438
406C FERNVALE RD,fernvale,0.399
291C COMPASSVALE ST,compassvale,0.294
480 TAMPINES ST 44,tampines east,0.645
514 BEDOK NTH AVE 2,bedok reservoir,0.611
620 BT BATOK CTRL,bukit batok,0.149
190 PUNGGOL CTRL,meridian,0.287
403B FERNVALE LANE,fernvale,0.505
408B FERNVALE RD,fernvale,0.322
822 YISHUN ST 81,khatib,0.412
101 BEDOK NTH AVE 4,bedok reservoir,0.675
443 CLEMENTI AVE 3,clementi,0.165
39 JLN TIGA,bedok,0.685
985B BUANGKOK CRES,tongkang,1.127
984D BUANGKOK LINK,tongkang,0.947
204B PUNGGOL FIELD,cove,0.313
188 PUNGGOL CTRL,meridian,0.286
18 GHIM MOH RD,buona vista,0.48
508C WELLINGTON CIRCLE,sembawang,0.453
207D COMPASSVALE LANE,ranggung,0.049
407A FERNVALE RD,fernvale,0.418
52 LOR 6 TOA PAYOH,braddell,0.678
688D WOODLANDS DR 75,admiralty,0.809
705 YISHUN AVE 5,yishun,0.612
103 YISHUN RING RD,yishun,0.712
407 ANG MO KIO AVE 10,ang mo kio,1.093
395 BT BATOK WEST AVE 5,bukit gombak,0.859
433 BT PANJANG RING RD,fajar,0.134
671A KLANG LANE,little india,0.35
984C BUANGKOK LINK,tongkang,0.918
985A BUANGKOK CRES,tongkang,1.111
984B BUANGKOK LINK,tongkang,0.994
184 EDGEFIELD PLAINS,meridian,0.222
637A PUNGGOL DR,kadaloor,0.221
637C PUNGGOL DR,kadaloor,0.178
185 EDGEFIELD PLAINS,meridian,0.187
207A COMPASSVALE LANE,ranggung,0.141
394 BT BATOK WEST AVE 5,bukit gombak,0.874
387 BT BATOK WEST AVE 5,bukit gombak,0.699
390 BT BATOK WEST AVE 5,bukit gombak,0.753
981D BUANGKOK CRES,tongkang,1.226
466A SEMBAWANG DR,sembawang,0.991
510B WELLINGTON CIRCLE,sembawang,0.515
506A WELLINGTON CIRCLE,sembawang,0.543
412B FERNVALE LINK,fernvale,0.302
413A FERNVALE LINK,layar,0.341
388 BT BATOK WEST AVE 5,bukit gombak,0.695
2A UPP BOON KENG RD,kallang,0.257
187 PUNGGOL CTRL,meridian,0.296
202A COMPASSVALE DR,renjong,0.336
654C JURONG WEST ST 61,pioneer,0.194
160A PUNGGOL CTRL,riviera,0.102
510A WELLINGTON CIRCLE,sembawang,0.493
404A FERNVALE LANE,fernvale,0.481
406A FERNVALE RD,fernvale,0.485
461 CLEMENTI AVE 3,clementi,0.466
121 YUAN CHING RD,lakeside,1.013
652 PUNGGOL CTRL,riviera,0.275
466B SEMBAWANG DR,sembawang,1.008
483 ADMIRALTY LINK,sembawang,0.922
503A CANBERRA LINK,sembawang,0.247
183 BEDOK NTH RD,tanah merah,0.507
202A PUNGGOL FIELD,cove,0.168
203B PUNGGOL FIELD,cove,0.308
146 LOR 2 TOA PAYOH,toa payoh,0.255
38 BEDOK STH RD,bedok,1.061
916 JURONG WEST ST 91,pioneer,1.112
671B JURONG WEST ST 65,boon lay,0.755
180 BEDOK NTH RD,tanah merah,0.609
671C JURONG WEST ST 65,boon lay,0.78
545 PASIR RIS ST 51,pasir ris,0.567
647 PUNGGOL CTRL,kadaloor,0.203
268D COMPASSVALE LINK,ranggung,0.176
405B FERNVALE LANE,fernvale,0.435
204D COMPASSVALE DR,ranggung,0.433
324C SENGKANG EAST WAY,sengkang,0.423
145 LOR 2 TOA PAYOH,toa payoh,0.323
35 EUNOS CRES,eunos,0.253
19 JLN TENTERAM,boon keng,0.939
166B PUNGGOL CTRL,riviera,0.104
48 STRATHMORE AVE,queenstown,0.208
262C COMPASSVALE ST,cheng lim,0.239
152 LOR 2 TOA PAYOH,toa payoh,0.248
633A YISHUN ST 61,khatib,0.785
185 BEDOK NTH RD,tanah merah,0.623
201B PUNGGOL FIELD,cove,0.247
207C COMPASSVALE LANE,ranggung,0.096
306B ANCHORVALE LINK,tongkang,0.31
113 BEDOK NTH ST 2,bedok reservoir,0.763
114 BEDOK NTH ST 2,bedok reservoir,0.787
47 JLN TIGA,mountbatten,0.398
2C UPP BOON KENG RD,kallang,0.186
403D FERNVALE LANE,fernvale,0.536
409A FERNVALE RD,fernvale,0.333
664A YISHUN AVE 4,khatib,0.981
165A PUNGGOL CTRL,riviera,0.166
508B WELLINGTON CIRCLE,sembawang,0.409
858B TAMPINES AVE 5,tampines,0.73
182 BEDOK NTH RD,tanah merah,0.503
274A JURONG WEST AVE 3,boon lay,1.543
708 YISHUN AVE 5,yishun,0.875
90 TANGLIN HALT RD,commonwealth,0.236
50 STRATHMORE AVE,queenstown,0.305
466C SEMBAWANG DR,sembawang,1.079
147 LOR 2 TOA PAYOH,toa payoh,0.344
181 BEDOK NTH RD,tanah merah,0.567
462 CLEMENTI AVE 3,clementi,0.454
33 EUNOS CRES,eunos,0.273
36 EUNOS CRES,eunos,0.223
415 PANDAN GDNS,jurong east,1.529
502 JURONG WEST AVE 1,lakeside,0.756
165B PUNGGOL CTRL,riviera,0.201
203A PUNGGOL FIELD,cove,0.248
89 TANGLIN HALT RD,commonwealth,0.164
52 STRATHMORE AVE,queenstown,0.278
508A WELLINGTON CIRCLE,sembawang,0.389
466D SEMBAWANG DR,sembawang,1.054
156 RIVERVALE CRES,rumbia,0.167
408A FERNVALE RD,fernvale,0.347
702 YISHUN AVE 5,yishun,0.617
48 LOWER DELTA RD,tiong bahru,0.396
302 UBI AVE 1,ubi,0.197
49 JLN TIGA,dakota,0.412
51 STRATHMORE AVE,queenstown,0.33
268B COMPASSVALE LINK,ranggung,0.108
405A FERNVALE LANE,fernvale,0.436
154 BT BATOK ST 11,bukit batok,0.637
151 RIVERVALE CRES,rumbia,0.062
301 UBI AVE 1,ubi,0.335
914 JURONG WEST ST 91,pioneer,1.125
205A PUNGGOL FIELD,cove,0.436
409B FERNVALE RD,fernvale,0.277
80 MARINE PARADE CTRL,eunos,2.02
154 RIVERVALE CRES,rumbia,0.115
150 RIVERVALE CRES,rumbia,0.104
265B COMPASSVALE LINK,ranggung,0.284
268A COMPASSVALE LINK,ranggung,0.061
267A COMPASSVALE LINK,ranggung,0.161
201B TAMPINES ST 21,tampines east,0.355
6A BOON TIONG RD,havelock,0.31
45 JLN TIGA,mountbatten,0.359
3C UPP BOON KENG RD,kallang,0.319
3D UPP BOON KENG RD,kallang,0.258
15 MARINE TER,kembangan,1.806
75A REDHILL RD,redhill,0.24
34 EUNOS CRES,eunos,0.285
627 JURONG WEST ST 65,pioneer,0.517
204A PUNGGOL FIELD,cove,0.344
265C COMPASSVALE LINK,ranggung,0.275
204 TAMPINES ST 21,tampines east,0.553
163 WOODLANDS ST 13,marsiling,0.055
156 WOODLANDS ST 13,marsiling,0.189
226B ANG MO KIO AVE 1,mayflower,0.567
152 BT BATOK ST 11,bukit batok,0.596
304 UBI AVE 1,ubi,0.227
204C PUNGGOL FIELD,cove,0.35
269D COMPASSVALE LINK,ranggung,0.098
408C FERNVALE RD,fernvale,0.295
122 YUAN CHING RD,lakeside,0.975
2D UPP BOON KENG RD,kallang,0.209
49 STRATHMORE AVE,queenstown,0.245
18 MARSILING LANE,woodlands north ,1.016
274C JURONG WEST ST 25,boon lay,1.611
3A UPP BOON KENG RD,kallang,0.283
204D PUNGGOL FIELD,cove,0.394
266A COMPASSVALE BOW,ranggung,0.202
269A COMPASSVALE LINK,ranggung,0.188
269C COMPASSVALE LINK,ranggung,0.121
164 WOODLANDS ST 13,marsiling,0.058
166 WOODLANDS ST 13,marsiling,0.192
153 RIVERVALE CRES,rumbia,0.069
265D COMPASSVALE BOW,ranggung,0.267
269B COMPASSVALE LINK,ranggung,0.156
302C ANCHORVALE LINK,renjong,0.162
26 NEW UPP CHANGI RD,bedok,0.475
31 EUNOS CRES,eunos,0.168
268C COMPASSVALE LINK,ranggung,0.15
307B ANCHORVALE RD,tongkang,0.179
340 ANG MO KIO AVE 1,ang mo kio,0.61
18 JLN TENTERAM,boon keng,0.959
267B COMPASSVALE LINK,ranggung,0.118
19 MARSILING LANE,woodlands north ,1.087
389 BT BATOK WEST AVE 5,bukit gombak,0.75
6B BOON TIONG RD,havelock,0.376
4B BOON TIONG RD,havelock,0.28
76A REDHILL RD,redhill,0.103
636B PUNGGOL DR,oasis,0.238
91 TANGLIN HALT RD,commonwealth,0.237
264F COMPASSVALE BOW,buangkok,0.264
2B UPP BOON KENG RD,kallang,0.238
3B UPP BOON KENG RD,kallang,0.351
265A COMPASSVALE LINK,buangkok,0.249
26A JLN MEMBINA,tiong bahru,0.371
43 JLN TIGA,mountbatten,0.326
677B JURONG WEST ST 64,boon lay,0.778
155 RIVERVALE CRES,rumbia,0.162
338 ANG MO KIO AVE 1,ang mo kio,0.674
37 CIRCUIT RD,mattar,0.387
152 RIVERVALE CRES,rumbia,0.044
32 EUNOS CRES,eunos,0.215
986C JURONG WEST ST 93,pioneer,0.197
675A JURONG WEST ST 64,boon lay,0.812
195D PUNGGOL RD,cove,0.264
265E COMPASSVALE BOW,ranggung,0.265
264C COMPASSVALE BOW,ranggung,0.329
50 HAVELOCK RD,tiong bahru,0.413
25B JLN MEMBINA,tiong bahru,0.358
722 CLEMENTI WEST ST 2,clementi,1.359
989D JURONG WEST ST 93,pioneer,0.291
987D JURONG WEST ST 93,pioneer,0.242
195C PUNGGOL RD,cove,0.223
27A JLN MEMBINA,tiong bahru,0.54
75B REDHILL RD,redhill,0.16
338 HOUGANG AVE 7,hougang,0.738
987C JURONG WEST ST 93,pioneer,0.27
188 BOON LAY DR,boon lay,0.797
525 JURONG WEST ST 52,lakeside,0.616
337C TAH CHING RD,lakeside,0.795
678C JURONG WEST ST 64,boon lay,0.733
988A JURONG WEST ST 93,pioneer,0.226
274B JURONG WEST ST 25,boon lay,1.616
266B COMPASSVALE BOW,ranggung,0.184
264E COMPASSVALE BOW,buangkok,0.297
16 MARINE TER,kembangan,1.857
986A JURONG WEST ST 93,pioneer,0.251
195B PUNGGOL RD,cove,0.24
28B DOVER CRES,dover,0.754
266C COMPASSVALE BOW,ranggung,0.169
195A PUNGGOL RD,cove,0.234
711 YISHUN AVE 5,yishun,0.888
220A BEDOK CTRL,bedok,0.548
990A JURONG WEST ST 93,pioneer,0.359
264B COMPASSVALE BOW,ranggung,0.336
79B TOA PAYOH CTRL,toa payoh,0.23
195E PUNGGOL RD,cove,0.303
125 POTONG PASIR AVE 1,potong pasir,0.623
150 WOODLANDS ST 13,marsiling,0.314
530 JURONG WEST ST 52,lakeside,0.773
264A COMPASSVALE BOW,ranggung,0.347
264D COMPASSVALE BOW,ranggung,0.33
108 YISHUN RING RD,yishun,0.733
727 CLEMENTI WEST ST 2,clementi,1.23
632B PUNGGOL DR,oasis,0.167
633B PUNGGOL DR,oasis,0.14
849 YISHUN RING RD,khatib,0.268
27B JLN MEMBINA,tiong bahru,0.456
253 JURONG EAST ST 24,chinese garden,0.475
221B BEDOK CTRL,bedok,0.514
109 BT BATOK WEST AVE 6,bukit batok,0.44
25A JLN MEMBINA,tiong bahru,0.325
26D JLN MEMBINA,tiong bahru,0.51
305 UBI AVE 1,ubi,0.337
416 PANDAN GDNS,jurong east,1.506
989A JURONG WEST ST 93,pioneer,0.355
987B JURONG WEST ST 93,pioneer,0.304
275B COMPASSVALE LINK,buangkok,0.164
273C COMPASSVALE LINK,buangkok,0.247
79C TOA PAYOH CTRL,toa payoh,0.256
79E TOA PAYOH CTRL,toa payoh,0.348
41 CHAI CHEE ST,bedok,0.563
150 BT BATOK ST 11,bukit batok,0.656
26B JLN MEMBINA,tiong bahru,0.393
626 JURONG WEST ST 65,pioneer,0.492
436B FERNVALE RD,fernvale,0.133
202 JURONG EAST ST 21,jurong east,0.408
990C JURONG WEST ST 93,pioneer,0.385
986B JURONG WEST ST 93,pioneer,0.205
635B PUNGGOL DR,oasis,0.216
167D PUNGGOL EAST,riviera,0.182
271B SENGKANG CTRL,buangkok,0.325
220C BEDOK CTRL,bedok,0.464
157 BT BATOK ST 11,bukit batok,0.687
26C JLN MEMBINA,tiong bahru,0.448
721 CLEMENTI WEST ST 2,clementi,1.409
987A JURONG WEST ST 93,pioneer,0.336
632A PUNGGOL DR,oasis,0.19
989B JURONG WEST ST 93,pioneer,0.335
632C PUNGGOL DR,oasis,0.146
79A TOA PAYOH CTRL,toa payoh,0.212
25 NEW UPP CHANGI RD,bedok,0.436
677A JURONG WEST ST 64,boon lay,0.79
633A PUNGGOL DR,oasis,0.114
636A PUNGGOL DR,oasis,0.264
220B BEDOK CTRL,bedok,0.513
75C REDHILL RD,redhill,0.085
235 JURONG EAST ST 21,jurong east,0.759
990B JURONG WEST ST 93,pioneer,0.382
504 JURONG WEST ST 51,lakeside,0.662
678B JURONG WEST ST 64,boon lay,0.764
635A PUNGGOL DR,oasis,0.189
635C PUNGGOL DR,oasis,0.243
226E ANG MO KIO AVE 1,mayflower,0.659
436C FERNVALE RD,fernvale,0.088
351 JURONG EAST ST 31,chinese garden,0.342
277B COMPASSVALE LINK,buangkok,0.165
79D TOA PAYOH CTRL,toa payoh,0.29
303B PUNGGOL CTRL,damai,0.372
678D JURONG WEST ST 64,boon lay,0.757
676B JURONG WEST ST 64,boon lay,0.849
167C PUNGGOL EAST,riviera,0.158
436D FERNVALE RD,fernvale,0.096
273A COMPASSVALE LINK,buangkok,0.242
168A PUNGGOL EAST,coral edge,0.199
275A COMPASSVALE LINK,buangkok,0.148
275D COMPASSVALE LINK,buangkok,0.066
675B JURONG WEST ST 64,boon lay,0.839
167B PUNGGOL EAST,riviera,0.136
302B ANCHORVALE LINK,renjong,0.13
436A FERNVALE RD,fernvale,0.108
148 POTONG PASIR AVE 1,potong pasir,0.179
20 TIONG BAHRU RD,havelock,0.345
167A PUNGGOL EAST,riviera,0.136
272C SENGKANG CTRL,buangkok,0.174
146 POTONG PASIR AVE 1,potong pasir,0.207
988B JURONG WEST ST 93,pioneer,0.23
988C JURONG WEST ST 93,pioneer,0.267
168B PUNGGOL EAST,coral edge,0.169
219A BEDOK CTRL,bedok,0.395
275C COMPASSVALE LINK,buangkok,0.102
252 JURONG EAST ST 24,chinese garden,0.618
503 JURONG WEST AVE 1,lakeside,0.729
676A JURONG WEST ST 64,boon lay,0.835
989C JURONG WEST ST 93,pioneer,0.313
273B COMPASSVALE LINK,ranggung,0.246
277C COMPASSVALE LINK,buangkok,0.093
677C JURONG WEST ST 64,boon lay,0.76
273D COMPASSVALE LINK,buangkok,0.204
219B BEDOK CTRL,bedok,0.429
221C BEDOK CTRL,bedok,0.486
28D DOVER CRES,dover,0.729
272B SENGKANG CTRL,buangkok,0.229
277A COMPASSVALE LINK,buangkok,0.188
219C BEDOK CTRL,bedok,0.405
678A JURONG WEST ST 64,boon lay,0.743
272A SENGKANG CTRL,buangkok,0.282
270A SENGKANG CTRL,buangkok,0.344
277D COMPASSVALE LINK,buangkok,0.145
221A BEDOK CTRL,bedok,0.549
174 BOON LAY DR,boon lay,0.927
337A TAH CHING RD,lakeside,0.758
301A PUNGGOL CTRL,damai,0.294
132 MARSILING RISE,marsiling,0.777
191 BOON LAY DR,boon lay,0.888
28C DOVER CRES,dover,0.758
272D SENGKANG CTRL,buangkok,0.128
337D TAH CHING RD,lakeside,0.774
219D BEDOK CTRL,bedok,0.434
338A TAH CHING RD,lakeside,0.73
28A DOVER CRES,one-north,0.82
301C PUNGGOL CTRL,damai,0.34
271A SENGKANG CTRL,ranggung,0.341
256 JURONG EAST ST 24,chinese garden,0.661
18A HOLLAND DR,buona vista,0.463
516 WEST COAST RD,clementi,0.936
18D HOLLAND DR,buona vista,0.403
301B PUNGGOL CTRL,damai,0.32
441B CLEMENTI AVE 3,clementi,0.089
303A PUNGGOL CTRL,damai,0.355
271C SENGKANG CTRL,buangkok,0.278
515A TAMPINES CTRL 7,tampines,0.855
515B TAMPINES CTRL 7,tampines,0.827
518C TAMPINES CTRL 7,tampines,0.765
515C TAMPINES CTRL 7,tampines,0.797
515D TAMPINES CTRL 7,tampines,0.77
303C PUNGGOL CTRL,punggol,0.363
18C HOLLAND DR,buona vista,0.381
518B TAMPINES CTRL 7,tampines,0.797
518A TAMPINES CTRL 7,tampines,0.825
18B HOLLAND DR,buona vista,0.442
518D TAMPINES CTRL 7,tampines,0.737
488 ADMIRALTY LINK,sembawang,0.78
489 ADMIRALTY LINK,sembawang,0.748
490 ADMIRALTY LINK,sembawang,0.762
438A SENGKANG WEST AVE,fernvale,0.156
61C STRATHMORE AVE,queenstown,0.663
62A STRATHMORE AVE,queenstown,0.595
487 ADMIRALTY LINK,sembawang,0.835
439A SENGKANG WEST AVE,fernvale,0.172
438B SENGKANG WEST AVE,fernvale,0.184
61A STRATHMORE AVE,queenstown,0.617
302A PUNGGOL PL,punggol,0.264
62B STRATHMORE AVE,queenstown,0.545
439B SENGKANG WEST AVE,layar,0.192
38B BENDEMEER RD,geylang bahru,0.543
302B PUNGGOL PL,punggol,0.302
303D PUNGGOL PL,punggol,0.329
208B COMPASSVALE LANE,ranggung,0.183
1F CANTONMENT RD,tanjong pagar,0.508
337B TAH CHING RD,lakeside,0.774
38A BENDEMEER RD,geylang bahru,0.539
513 WELLINGTON CIRCLE,sembawang,0.574
439C SENGKANG WEST AVE,layar,0.154
208A COMPASSVALE LANE,ranggung,0.146
1A CANTONMENT RD,maxwell,0.441
1C CANTONMENT RD,maxwell,0.422
1B CANTONMENT RD,maxwell,0.41
1E CANTONMENT RD,tanjong pagar,0.508
339A KANG CHING RD,lakeside,0.714
38D BENDEMEER RD,geylang bahru,0.541
5A UPP BOON KENG RD,kallang,0.307
302D PUNGGOL PL,punggol,0.348
301D PUNGGOL PL,damai,0.364
302C PUNGGOL PL,punggol,0.322
61B STRATHMORE AVE,queenstown,0.66
209A COMPASSVALE LANE,ranggung,0.162
1G CANTONMENT RD,tanjong pagar,0.508
1D CANTONMENT RD,tanjong pagar,0.473
441A FERNVALE RD,fernvale,0.154
2A GEYLANG SERAI,paya lebar,0.536
338B KANG CHING RD,lakeside,0.689
339D KANG CHING RD,lakeside,0.626
209C COMPASSVALE LANE,ranggung,0.222
441C FERNVALE RD,fernvale,0.174
53 HAVELOCK RD,tiong bahru,0.395
